,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,last_modified,latitude,longitude
15573,Private room,Centrum Oost,11,5.0,2,1.0,118.0,Cosy Room with Balcony in the Heart of Amsterdam!,2017-07-22 16:27:49.554496,52.36054,4.898962
15575,Private room,Oostelijk Havengebied / Indische Buurt,8,3.5,4,1.0,119.0,Private room and private kitchen,2017-07-22 16:27:49.543715,52.362626,4.941527
15577,Private room,Oostelijk Havengebied / Indische Buurt,46,5.0,2,0.0,113.0,"Central, comfortable and spacious",2017-07-22 16:27:47.969733,52.3657,4.93659
15578,Private room,Centrum West,49,5.0,3,1.0,118.0,"3P Room, Canal View + Breakfast!",2017-07-22 16:27:47.955717,52.376523,4.892418
15579,Private room,De Pijp / Rivierenbuurt,138,4.5,3,1.0,118.0,Designer Apartment in Trendy Pijp,2017-07-22 16:27:47.952023,52.35852,4.903558
15580,Private room,De Pijp / Rivierenbuurt,4,5.0,2,1.0,118.0,Light and spacious apartment with balconies,2017-07-22 16:27:47.945233,52.345571,4.8949
15582,Private room,Ijburg / Eiland Zeeburg,6,4.5,2,1.0,107.0,Prachtige privé-kamer op schip in Amsterdam,2017-07-22 16:27:46.482044,52.362709,4.9902809999999995
15583,Private room,Watergraafsmeer,5,4.5,2,1.0,114.0,cosy bedroom | garden | near center | breakfast,2017-07-22 16:27:46.479481,52.352506,4.943384
15584,Private room,Bijlmer Centrum,19,4.5,2,1.0,108.0,Comfortable stay in Ams-Southeast,2017-07-22 16:27:46.475223,52.318638,4.953951
15585,Private room,De Pijp / Rivierenbuurt,16,4.5,4,1.0,114.0,Private room 20m2. De pijp (15minutes from centre),2017-07-22 16:27:46.470924,52.350279,4.895549
15587,Private room,De Pijp / Rivierenbuurt,72,5.0,2,1.0,107.0,"Bed at Pander, centrally located",2017-07-22 16:27:46.463919,52.351637,4.906593
15589,Private room,Oud Oost,151,5.0,2,1.0,107.0, Nice and well designed apartment,2017-07-22 16:27:44.702934,52.358206,4.935480999999999
15590,Private room,De Pijp / Rivierenbuurt,96,4.5,4,0.0,108.0,Private studio 55m2 + deck outside,2017-07-22 16:27:44.698083,52.352045000000004,4.908539
15591,Private room,Oostelijk Havengebied / Indische Buurt,123,4.5,3,1.0,114.0,Bed & Batik - free bikes,2017-07-22 16:27:44.693975,52.360766999999996,4.944349
15593,Private room,De Pijp / Rivierenbuurt,4,5.0,1,1.0,114.0,Artist bedroom in the heart of 'de Pijp',2017-07-22 16:27:44.677121,52.356075,4.888991000000001
15594,Private room,Centrum Oost,62,4.5,2,1.0,116.0,Top B&B best part of Amsterdam.,2017-07-22 16:27:44.667065,52.362204999999996,4.889552
15595,Private room,Oud Oost,91,5.0,2,1.0,122.0,Casa Vrolik Amsterdam BnB 2pp,2017-07-22 16:27:43.030270,52.357685,4.9214400000000005
15597,Private room,Ijburg / Eiland Zeeburg,11,5.0,4,1.0,119.0,cool watervilla near the citycentre,2017-07-22 16:27:39.915197,52.362277,4.983128
15598,Private room,Ijburg / Eiland Zeeburg,15,5.0,4,0.0,114.0,BEAUTIFUL & COSY STUDIO 15 MIN AMSTERDAM CENTER,2017-07-22 16:27:39.910493,52.355383,4.995158
15599,Private room,Ijburg / Eiland Zeeburg,37,4.5,2,1.0,114.0,"Room, free parking shared bathroom shared kitchen",2017-07-22 16:27:39.887780,52.354794,4.991502
15600,Private room,Ijburg / Eiland Zeeburg,5,5.0,2,1.0,119.0,Casa MoDa; Private bed & bathroom in quiet area,2017-07-22 16:27:39.885415,52.350703,5.000977
15601,Private room,Watergraafsmeer,8,5.0,3,1.0,113.0,"the Giant Bed, UrbanCampsite, Amsterdam",2017-07-22 16:27:36.947873,52.354239,4.952272
15602,Private room,Centrum West,34,4.5,2,1.0,222.0,Herengracht Residence in Amsterdam,2017-07-22 16:38:31.629558,52.372343,4.886717
15603,Private room,Centrum West,20,5.0,5,2.0,270.0,Historical Loft,2017-07-22 16:38:31.626396,52.37784,4.880978
15604,Private room,Centrum Oost,38,5.0,2,1.0,216.0,Private Apartment House City Center,2017-07-22 16:38:31.623916,52.371045,4.907906
15605,Private room,Centrum Oost,60,5.0,4,2.0,210.0,"Houseboat Trijntje, Prinsengracht, Amsterdam,",2017-07-22 16:38:31.614446,52.361028000000005,4.892835
15607,Private room,Centrum West,203,4.5,4,2.0,222.0,B&B Stars Dreams Stay Centrum,2017-07-22 16:38:31.608925,52.376295,4.8961559999999995
15608,Private room,Centrum Oost,21,5.0,2,1.0,222.0,Luxurious Loft Appartement,2017-07-22 16:38:31.606277,52.36673,4.926454
15609,Private room,De Baarsjes / Oud West,5,4.5,4,2.0,276.0,4 persons luxury Nassau Residence (602),2017-07-22 16:38:31.603952,52.367217,4.876431
15610,Private room,Centrum West,33,5.0,2,1.0,239.0,Souterrain Apartment,2017-07-22 16:38:31.599171,52.373244,4.8859639999999995
15611,Private room,Ijburg / Eiland Zeeburg,34,4.5,7,1.0,269.0,Amsterdam city center  90Euro per room,2017-07-22 16:38:31.596997,52.359426,4.993132
15613,Private room,Centrum Oost,31,5.0,4,1.0,252.0,Fantastic houseboat in Amsterdam Centre!,2017-07-22 16:38:31.592040,52.364882,4.905479
15614,Private room,Centrum Oost,344,5.0,4,1.0,210.0,Amsterdam@ city centre & canal view,2017-07-22 16:38:31.589185,52.368502,4.896693
15615,Private room,Centrum Oost,18,4.5,4,2.0,240.0,Bright apartment with large roof terrace,2017-07-22 16:38:31.584329,52.367487,4.908963
15619,Private room,Centrum West,49,5.0,4,2.0,300.0,Unesco canal room with roofterrace,2017-07-22 16:38:29.686099,52.370604,4.882909
15620,Private room,Centrum West,83,4.5,4,1.0,228.0,Red Light Bed and Breaskfast,2017-07-22 16:38:29.683872,52.373173,4.899467
15621,Private room,Centrum West,75,4.5,4,2.0,240.0,Cosy Canal house in the Jordaan,2017-07-22 16:38:29.681280,52.374492,4.88065
15622,Private room,Centrum Oost,18,4.5,4,1.0,240.0,Perfect Apartment in the Heart of Amsterdam,2017-07-22 16:38:29.678953,52.36092,4.892679
15623,Private room,Watergraafsmeer,22,4.5,4,1.0,263.0,Beautiful apartment 10 min from Amsterdam central!,2017-07-22 16:38:29.672926,52.338638,4.921112
15625,Private room,Centrum Oost,29,5.0,2,1.0,215.0,Stunning 18th Century Loft,2017-07-22 16:38:29.668178,52.369488,4.897508
15626,Private room,Centrum Oost,4,4.5,4,1.0,235.0,"Beagle Houseboat, budget accomodation for up to 4",2017-07-22 16:38:29.660432,52.374666,4.905812
15627,Private room,Noord-West / Noord-Midden,55,5.0,4,1.0,210.0,Private & clean historical apartment near Museums,2017-07-22 16:38:29.656721,52.358821999999996,4.8783330000000005
15629,Private room,Slotervaart,5,5.0,4,2.0,210.0,"Bright, 128m2 2 bedroom apartment + huge couch",2017-07-22 16:38:29.647217,52.363551,4.844698999999999
15630,Private room,Centrum West,15,4.5,4,2.0,216.0,Marvelous Room's in the heart of Amsterdam!,2017-07-22 16:38:29.643860,52.376598,4.8927
15632,Private room,Noord-West / Noord-Midden,104,5.0,4,2.0,240.0,Apt.(55m2)classic city souterrain inc breakfast,2017-07-22 16:38:28.191545,52.3511,4.85915
15634,Private room,Centrum Oost,4,5.0,4,1.0,240.0,Smoker friendly CENTER Apartment,2017-07-22 16:38:28.187562,52.368551000000004,4.898203
15635,Private room,Centrum West,11,5.0,4,0.0,239.0,No. 8 - Stay in Amsterdam's City Center,2017-07-22 16:38:28.182246,52.369448,4.889657
15636,Private room,Centrum Oost,4,5.0,2,1.0,275.0,Spectacular canal loft at stunning location!,2017-07-22 16:38:28.179678,52.361041,4.896775
15638,Private room,Oud Noord,11,5.0,4,1.0,210.0,The Studio Lounge (free parking included),2017-07-22 16:38:28.172349,52.389949,4.936217
15639,Private room,Centrum Oost,124,5.0,2,1.0,252.0,Willem 2 Apartment,2017-07-22 16:38:28.169383,52.366698,4.885026
15640,Private room,Centrum West,4,5.0,4,2.0,286.0,Amsterdam central beautiful accommodation,2017-07-22 16:38:28.167174,52.376961,4.895565
15641,Private room,Centrum Oost,3,5.0,2,0.0,250.0,Canal house studio with great view,2017-07-22 16:38:28.164849,52.364354999999996,4.897330999999999
15642,Private room,Centrum West,4,4.5,2,0.0,240.0,Comfortable studio in the centre of Amsterdam,2017-07-22 16:38:28.160907,52.374778000000006,4.877107
15643,Private room,Centrum Oost,13,4.5,4,1.0,240.0,Large private rooms in city center!,2017-07-22 16:38:28.158708,52.367523999999996,4.909487
15645,Private room,Centrum West,11,5.0,2,0.0,216.0,Luxury suite (Love Suite) in 'the nine streets',2017-07-22 16:38:28.154165,52.370109,4.88514
15650,Private room,Buitenveldert / Zuidas,5,5.0,2,1.0,191.0,citizenM - home of mobile citizens,2017-07-22 16:38:27.076196,52.341485999999996,4.876648
15652,Private room,Westerpark,6,5.0,2,1.0,194.0,★Stay next to the Westerpark★ (tip),2017-07-22 16:38:27.072017,52.384801,4.876633999999999
15654,Private room,Centrum West,20,5.0,3,1.0,192.0,Top Location Triple Room,2017-07-22 16:38:27.065562,52.374145,4.89279
15655,Private room,De Baarsjes / Oud West,65,5.0,4,1.0,192.0,Great apartment in top neighborhood,2017-07-22 16:38:27.062793,52.359573,4.865895
15657,Private room,Centrum West,12,5.0,2,1.0,192.0,Canal View Superior Room by Vera,2017-07-22 16:38:27.057889,52.368648,4.886886
15658,Private room,Centrum West,74,4.5,4,1.0,186.0,Canal Apartment Herengracht,2017-07-22 16:38:27.055628,52.377983,4.8919690000000005
15659,Private room,Centrum West,6,5.0,2,0.0,192.0,Emma's City Apartment,2017-07-22 16:38:27.052150,52.375696000000005,4.891708
15661,Private room,Noord-West / Noord-Midden,25,5.0,2,1.0,192.0,Luxurious Central Roof Terrace apartment with spa,2017-07-22 16:38:25.617503,52.35597,4.885115
15662,Private room,Centrum Oost,65,5.0,3,1.0,190.0,Houseboat apartment; top central location!,2017-07-22 16:38:25.613408,52.374878,4.9029300000000005
15665,Private room,Westerpark,20,4.5,5,1.0,192.0,Relaxed and Comfortable Living,2017-07-22 16:38:25.605808,52.392528999999996,4.871862
15666,Private room,Centrum Oost,3,5.0,2,1.0,186.0,Unique and luxurious houseboat studio,2017-07-22 16:38:25.603629,52.362986,4.899359
15667,Private room,De Pijp / Rivierenbuurt,13,5.0,2,1.0,192.0,Lovely Private room 'de Pijp' area,2017-07-22 16:38:25.600814,52.351501,4.889065
15669,Private room,Centrum West,44,5.0,3,1.0,204.0,Hotel in the heart of Amsterdam 3p,2017-07-22 16:38:25.594876,52.373407,4.900022
15670,Private room,Centrum West,22,5.0,4,0.0,190.0,"Perfect Studio on a canal,CITY CENTER, the Jordaan",2017-07-22 16:38:25.592619,52.374243,4.8788599999999995
15671,Private room,Centrum Oost,31,5.0,2,0.0,190.0,"Historic home, 60m2,  garden, center!",2017-07-22 16:38:25.590383,52.365109999999994,4.906057
15674,Private room,Noord-West / Noord-Midden,50,5.0,4,0.0,198.0,Lovely place at Vondelpark!,2017-07-22 16:38:25.583163,52.355467,4.854926
15675,Private room,Centrum West,36,4.5,4,0.0,203.0,Marina Dock House-Centre Amsterdam,2017-07-22 16:38:25.578504,52.38775,4.890089
15676,Private room,Westerpark,4,5.0,4,1.0,186.0,Appartment Amsterdam,2017-07-22 16:38:23.881765,52.384931,4.872746
15677,Private room,Centrum West,40,5.0,2,1.0,192.0,B&B in magnifiek Loft-appartement,2017-07-22 16:38:23.877039,52.375077000000005,4.900507
15678,Private room,De Baarsjes / Oud West,41,5.0,2,1.0,192.0,Top studio with garden & inhouse parking,2017-07-22 16:38:23.874545,52.366262,4.8746279999999995
15679,Private room,De Pijp / Rivierenbuurt,7,4.5,4,2.0,195.0,"Ground floor 4P canal apt | Museum, Pijp, Centre",2017-07-22 16:38:23.869218,52.355106,4.887707
15681,Private room,Centrum West,77,5.0,3,0.0,192.0,Beautiful Canal Apartment,2017-07-22 16:38:23.864018,52.375712,4.888694
15682,Private room,Centrum West,144,5.0,2,1.0,192.0,Silk Merchants Palace in Amsterdam,2017-07-22 16:38:23.861129,52.373701000000004,4.88783
15683,Private room,Centrum West,40,4.5,3,1.0,204.0,Hotel in the heart of Amsterdam 3p,2017-07-22 16:38:23.856233,52.374695,4.900266
15684,Private room,Centrum West,19,5.0,4,1.0,192.0,"Luxury loft in former print factory, city centre",2017-07-22 16:38:23.853901,52.375356,4.893724
15685,Private room,Centrum West,8,5.0,2,0.0,192.0,Lily's City Apartment,2017-07-22 16:38:23.850407,52.374356,4.8916059999999995
15686,Private room,Noord-West / Noord-Midden,42,5.0,2,1.0,204.0,"Private bathroom, private living & XL terrace!",2017-07-22 16:38:23.847377,52.355167,4.8645879999999995
15687,Private room,Centrum West,12,5.0,2,1.0,204.0,Luxury suite (Double Fun) in 'the nine streets',2017-07-22 16:38:23.838813,52.37072,4.884672
15688,Private room,Centrum West,14,5.0,3,0.0,192.0,Spacious stay at beautiful Brouwersgracht,2017-07-22 16:38:23.836523,52.383628,4.883795
15689,Private room,Noord-West / Noord-Midden,4,4.5,2,1.0,156.0,Spacious apartment close to the Vondelpark,2017-07-22 16:38:15.410374,52.354446,4.84478
15690,Private room,Noord-West / Noord-Midden,42,4.5,2,1.0,150.0,Luxurious studio with rooftop,2017-07-22 16:38:12.459951,52.349398,4.860582
15692,Private room,Noord-West / Noord-Midden,5,4.5,2,1.0,150.0,Cozy 2p. Bedroom Museum district,2017-07-22 16:38:10.129073,52.354439,4.88347
15693,Private room,Noord-West / Noord-Midden,22,5.0,4,1.0,180.0,"Whole aprtmnt, spacious, cosy, musea area, 2-4 pax",2017-07-22 16:38:10.126265,52.352733,4.885486
15694,Private room,De Pijp / Rivierenbuurt,7,4.5,2,1.0,168.0,Beautiful room in an Authentic Amsterdam Apartment,2017-07-22 16:38:07.764946,52.343917,4.895345
15697,Private room,Centrum Oost,50,4.5,2,1.0,180.0,"Amazing central location, lux apt, 1 spare bedroom",2017-07-22 16:37:51.118773,52.363252,4.886227
15699,Private room,Centrum Oost,25,4.5,4,1.0,150.0,Luxury House in Center,2017-07-22 16:37:47.841913,52.362908000000004,4.8844
15701,Private room,Centrum Oost,7,4.5,2,1.0,150.0,Studio BB The Warehouse,2017-07-22 16:37:47.824623,52.362643,4.899922
15703,Private room,Centrum West,15,4.5,2,1.0,179.0,Sweet apartment on super location,2017-07-22 16:37:41.512039,52.371303999999995,4.8856660000000005
15705,Private room,De Baarsjes / Oud West,60,4.5,4,2.0,147.0,The Friendship Family Stay,2017-07-22 16:37:03.825708,52.366295,4.86396
15706,Private room,Centrum West,5,4.0,4,1.0,179.0,"Jordaan House II, local neighborhood!!!",2017-07-22 16:36:57.569240,52.380016999999995,4.8851309999999994
15715,Private room,Slotervaart,7,4.5,4,1.0,168.0,2 Bright Rooms in Beautiful park!,2017-07-22 16:36:48.286474,52.361336,4.844247
15717,Private room,Slotervaart,5,4.5,2,1.0,180.0,Beautiful room near the Vondelpark,2017-07-22 16:36:48.280698,52.348765,4.840148
15719,Private room,De Pijp / Rivierenbuurt,5,5.0,4,2.0,180.0,appt's GiGi,2017-07-22 16:36:45.118010,52.344498,4.892394
15722,Private room,Noord-West / Noord-Midden,13,4.5,2,1.0,150.0,Fijne kamer vlabij centrum met tuin,2017-07-22 16:36:39.489401,52.344392,4.862107
15724,Private room,Centrum Oost,8,5.0,2,0.0,163.0,The White Space - SoSIal Spaces,2017-07-22 16:36:34.814123,52.361109,4.896058
15725,Private room,Centrum Oost,10,4.5,4,2.0,179.0,Rijks II apartment. Canal district!!!,2017-07-22 16:36:34.792877,52.364546000000004,4.887685
15727,Private room,Centrum West,86,5.0,2,1.0,150.0,The Executive Place,2017-07-22 16:36:33.062939,52.373363,4.893641000000001
15728,Private room,Centrum Oost,5,5.0,2,0.0,162.0,Unique and luxurious houseboat studio (2),2017-07-22 16:36:28.484770,52.361662,4.899966
15729,Private room,Centrum Oost,23,4.5,2,1.0,150.0,Canal app. 80m² Museum+shop area,2017-07-22 16:36:22.489729,52.361956,4.887805999999999
15731,Private room,De Pijp / Rivierenbuurt,8,5.0,2,1.0,150.0,master bedroom open doors to garden,2017-07-22 16:36:22.481793,52.345721000000005,4.898732
15732,Private room,De Pijp / Rivierenbuurt,53,5.0,4,1.0,150.0,My Sweet Home,2017-07-22 16:36:20.990474,52.353981,4.902372
15733,Private room,Oud Oost,31,5.0,2,1.0,148.0,Spacious apartment with river view,2017-07-22 16:36:20.983774,52.358699,4.907477
15736,Private room,Ijburg / Eiland Zeeburg,4,4.5,2,1.0,151.0,"Room With A Few family B&B, free parking.",2017-07-22 16:36:17.816421,52.35604,4.991498
15738,Private room,De Pijp / Rivierenbuurt,11,5.0,2,1.0,150.0,Authentic Houseboat the ‘Pijp’ area,2017-07-22 16:36:17.798886,52.35165,4.909948
15739,Private room,De Pijp / Rivierenbuurt,18,5.0,2,1.0,150.0,Beautiful & cozy apartment with rooftop terrace,2017-07-22 16:36:17.792132,52.35715,4.897307
15750,Private room,Gaasperdam / Driemond,5,5.0,4,1.0,145.0,Secret Paradice of Amsterdam by the lake,2017-07-22 16:36:12.564653,52.30758,4.981713
15751,Private room,Centrum West,71,5.0,4,1.0,156.0,"Jordaan, 2 private bedrooms.",2017-07-22 16:36:12.557025,52.381673,4.887795
15753,Private room,Centrum West,47,5.0,2,1.0,155.0,Boogaard's B&B (Center of old city),2017-07-22 16:36:08.034568,52.372240000000005,4.894627
15754,Private room,Gaasperdam / Driemond,8,4.5,4,1.0,150.0,August Deal in Amsterdam best price,2017-07-22 16:36:08.030103,52.308433,4.979289
15755,Private room,De Pijp / Rivierenbuurt,14,5.0,2,0.0,174.0,"Cosy & Stylish @The Heineken Square in ""the Pijp""",2017-07-22 16:36:06.410560,52.356339,4.892472
15756,Private room,Centrum Oost,173,5.0,2,1.0,150.0,Room with a view at 'PrinsenNacht' ,2017-07-22 16:36:05.057291,52.361729,4.892226
15757,Private room,De Baarsjes / Oud West,72,4.5,4,1.0,150.0,"Central light apartment, 2-4 p.",2017-07-22 16:36:00.723854,52.367019,4.875876
15758,Private room,Westerpark,14,5.0,2,1.0,150.0,Light & Spacious 35m2 Studio for 2 near Jordaan,2017-07-22 16:36:00.715692,52.373831,4.874559
15759,Private room,Centrum West,7,4.5,2,1.0,150.0,Roorda Residence B&B (2p),2017-07-22 16:35:59.125270,52.370655,4.885981
15760,Private room,De Baarsjes / Oud West,28,5.0,2,1.0,155.0,"Top location, ensuite BR, Roof TeRa",2017-07-22 16:35:59.123239,52.365829,4.875322
15761,Private room,De Baarsjes / Oud West,35,4.5,4,1.0,180.0,Beautiful woody B&B ROOM at citycenter 1-4 guests,2017-07-22 16:35:59.118901,52.367112,4.874683
15764,Private room,De Baarsjes / Oud West,14,4.0,4,1.0,180.0,Chill Apartment close to center,2017-07-22 16:35:56.673824,52.36833,4.861515
15765,Private room,Bos en Lommer,5,5.0,4,1.0,156.0,Beautiful and cosy apartment on perfect location !,2017-07-22 16:35:54.978293,52.381609000000005,4.856205999999999
15766,Private room,Centrum West,31,4.5,2,1.0,150.0,Private apartment with CANALVIEW balcony | Center,2017-07-22 16:35:54.971688,52.367298,4.883593
15773,Private room,Centrum West,13,3.5,4,1.0,179.0,"Charles, great apt. Jordaan area!!",2017-07-22 16:35:51.934255,52.373222999999996,4.881121
15777,Private room,Centrum West,21,4.5,3,1.0,174.0,Great apartment in centre/Jordaan,2017-07-22 16:35:47.586696,52.372715,4.8802
15779,Private room,Centrum West,27,4.5,2,1.0,180.0,Beautiful & Cozy canal home in the City Centre,2017-07-22 16:35:46.059009,52.379011,4.891504
15780,Private room,Centrum West,10,4.0,4,0.0,179.0,"CENTER stay, DAM square 150 meter walk!!",2017-07-22 16:35:46.056442,52.368963,4.893957
15781,Private room,Centrum West,17,5.0,2,0.0,179.0,First Class houseboat studio (corner),2017-07-22 16:35:46.053085,52.381346,4.889019
15782,Private room,De Baarsjes / Oud West,26,4.5,2,1.0,162.0,Luxury room in the city center of Amsterdam,2017-07-22 16:35:44.510161,52.369305,4.873636
15783,Private room,Centrum West,79,4.5,2,0.0,162.0,Authentic private Jordaan apartment in canalhouse,2017-07-22 16:35:42.853999,52.374867,4.879493
15784,Private room,Centrum West,60,5.0,2,1.0,162.0,Sjudoransj B&B - Jordaan Amsterdam,2017-07-22 16:35:41.256839,52.378124,4.881673
15785,Private room,De Baarsjes / Oud West,21,5.0,2,1.0,180.0,"Welcome, in our charming and spacious house!",2017-07-22 16:35:41.243375,52.369786,4.872228
15787,Private room,Gaasperdam / Driemond,4,5.0,2,1.0,115.0,Shadow of Nature,2017-07-22 16:27:36.926376,52.308417,4.974436
15788,Private room,De Pijp / Rivierenbuurt,65,5.0,2,1.0,116.0,Private Floor in Urban Town House,2017-07-22 16:27:36.919994,52.357523,4.900769
15789,Private room,Watergraafsmeer,91,5.0,2,1.0,108.0,The white room a/t rooftopterrace (East-A'dam),2017-07-22 16:27:35.188801,52.353558,4.9403120000000005
15790,Private room,Westerpark,11,5.0,2,1.0,107.0,"Room in spacious penthouse, West",2017-07-22 16:27:31.648538,52.383795,4.871214
15791,Private room,De Baarsjes / Oud West,22,5.0,2,1.0,108.0,Young creative’s home,2017-07-22 16:27:31.641040,52.371272,4.869193
15792,Private room,De Baarsjes / Oud West,4,4.5,2,1.0,108.0,Private room in Old West,2017-07-22 16:27:31.638907,52.364278999999996,4.860801
15793,Private room,De Baarsjes / Oud West,14,5.0,2,1.0,108.0,Gezellige kamer centraal gelegen,2017-07-22 16:27:31.635068,52.36566,4.876076
15794,Private room,Centrum West,51,5.0,2,1.0,108.0,Private Bedroom & Balcony in Centre,2017-07-22 16:27:31.632405,52.373647999999996,4.88173
15795,Private room,De Baarsjes / Oud West,8,5.0,2,1.0,115.0,Spacious modern bright apartment with terrace,2017-07-22 16:27:31.630096,52.369408,4.855574
15796,Private room,De Baarsjes / Oud West,22,5.0,2,1.0,106.0,Classic Amsterdam,2017-07-22 16:27:31.626468,52.372173,4.870154
15797,Private room,Centrum West,4,3.5,2,0.0,107.0,(2) RedLight District Smokers Friendly Apartment,2017-07-22 16:27:31.615850,52.374348,4.897037
15798,Private room,Centrum Oost,3,4.5,2,1.0,108.0,"Leidse Square, city centre!",2017-07-22 16:27:29.769347,52.363448,4.881625
15799,Private room,De Baarsjes / Oud West,56,5.0,4,1.0,119.0,Stylish 25 m2 room in Citycentre,2017-07-22 16:27:29.763573,52.367363,4.8767
15800,Private room,De Baarsjes / Oud West,14,5.0,2,1.0,107.0,Private room in prime Vondelpark area + 2 bikes,2017-07-22 16:27:29.761315,52.363831,4.860993
15801,Private room,Bos en Lommer,13,5.0,3,1.0,108.0,Groundfloor guestroom 2 (or 3),2017-07-22 16:27:29.758476,52.381758000000005,4.855278
15802,Private room,Bos en Lommer,8,4.5,2,1.0,108.0,"Comfy, bright Room, Amsterdam West",2017-07-22 16:27:29.755764,52.375695,4.857282
15803,Private room,Centrum Oost,58,5.0,2,1.0,119.0,"Apartment Studio Mokum, Plantage-Weesperbuurt",2017-07-22 16:27:29.749622,52.364367,4.907446
15804,Private room,Centrum West,3,4.5,2,0.0,108.0,B&B Lovely Apt City Centre Vinkenstraat,2017-07-22 16:27:28.026462,52.381246000000004,4.887715
15805,Private room,De Baarsjes / Oud West,3,5.0,2,1.0,108.0,Cozy private apartment near the center!,2017-07-22 16:27:28.021840,52.36889,4.8526620000000005
15806,Private room,De Baarsjes / Oud West,44,5.0,2,1.0,118.0,Private room with balcony,2017-07-22 16:27:28.014737,52.370149,4.87368
15807,Private room,Centrum West,10,5.0,2,1.0,114.0,Double bedroom in beautiful&centric apartment,2017-07-22 16:27:28.011543,52.37,4.880122
15808,Private room,Centrum West,36,5.0,2,1.0,119.0,Luxury Room with Amazing Historical Views,2017-07-22 16:27:28.008194,52.375223,4.8840129999999995
15809,Private room,Centrum West,6,4.5,2,1.0,119.0,Private loft in the citycentre near centralstation,2017-07-22 16:27:28.003593,52.383414,4.884258
15810,Private room,Westerpark,3,4.5,2,1.0,114.0,Westerpark Chill Room,2017-07-22 16:27:27.994186,52.384221999999994,4.864187
15811,Private room,Westerpark,52,4.5,2,1.0,107.0,Penthouse room with amazing view,2017-07-22 16:27:27.991147,52.377227000000005,4.873542
15812,Private room,De Baarsjes / Oud West,3,5.0,2,1.0,108.0,Light spacious private room centre,2017-07-22 16:27:27.986652,52.371263,4.871803
15813,Private room,Centrum West,30,4.5,2,1.0,119.0,Candy house in the winner street!,2017-07-22 16:27:27.983826,52.382987,4.886997
15815,Private room,Oud Noord,4,5.0,2,1.0,119.0,"Black Jack Suites, North - Amsterdam",2017-07-22 16:27:20.447306,52.394915999999995,4.904929
15816,Private room,De Baarsjes / Oud West,31,4.5,2,1.0,107.0,Room in light & stylish apartment,2017-07-22 16:27:20.445140,52.367338000000004,4.852056
15818,Private room,Westerpark,5,5.0,2,1.0,115.0,Room with roofterrace and balcony at Westerpark!,2017-07-22 16:27:17.479371,52.388799,4.879537
15819,Private room,Centrum Oost,3,4.5,2,1.0,118.0,Studio located on the Leidsesquare!,2017-07-22 16:27:17.469384,52.363813,4.884074
15820,Private room,Centrum West,16,5.0,2,1.0,108.0,Room #1 - Pool Table; Spa; Roof tce; on canal,2017-07-22 16:27:17.464725,52.377794,4.878709
15822,Private room,De Baarsjes / Oud West,11,4.5,3,1.0,119.0,Cozy 1 bedroom by City Center,2017-07-22 16:27:17.458690,52.364616,4.861691
15823,Private room,Centrum West,12,5.0,2,1.0,119.0,Room with loads of free extras (city centre),2017-07-22 16:27:17.451654,52.374409,4.899954
15826,Private room,Westerpark,9,4.5,3,2.0,107.0,barby rooms,2017-07-22 16:27:17.436924,52.374829,4.871288
15827,Private room,De Baarsjes / Oud West,17,4.5,2,1.0,108.0,Cozy Apartment at Amsterdam Center,2017-07-22 16:27:17.434137,52.373612,4.858308999999999
15829,Private room,Centrum West,4,5.0,2,1.0,114.0,Great room in a lovely appartment in the Joordan,2017-07-22 16:27:15.499277,52.369655,4.881891
15830,Private room,De Baarsjes / Oud West,4,5.0,2,1.0,119.0,1 bedroom in spacious appt at canal,2017-07-22 16:27:15.489593,52.363346,4.8608080000000005
15831,Private room,De Baarsjes / Oud West,3,5.0,2,1.0,123.0,Cozy double attic near Cleqstraat,2017-07-22 16:27:15.485328,52.373135999999995,4.864569
15832,Private room,Westerpark,46,4.5,2,1.0,119.0,Luxury groundfloor suite in the wonderful Jordaan.,2017-07-22 16:27:15.482556,52.377154,4.877008999999999
15833,Private room,Centrum West,9,5.0,2,1.0,119.0,Cute private room in the center of 'de Jordaan',2017-07-22 16:27:15.477832,52.380253,4.884464
15835,Private room,Bos en Lommer,23,5.0,2,1.0,114.0,Spacious apartment with a private rooftopterrace,2017-07-22 16:27:15.467348,52.375465999999996,4.858957
15836,Private room,Westerpark,24,5.0,2,1.0,118.0,Cosy room with private balcony,2017-07-22 16:27:15.462416,52.378369,4.872168
15837,Private room,Centrum West,3,4.5,2,1.0,119.0,Beautiful double room near Dam square,2017-07-22 16:27:15.456157,52.371662,4.89353
15838,Private room,Bos en Lommer,25,5.0,2,1.0,117.0,"Luxurious apartment (+ balcony), near  Centre",2017-07-22 16:27:13.635194,52.377635,4.862066
15839,Private room,De Baarsjes / Oud West,16,4.5,4,1.0,108.0,Cozy Apt in Amsterdam Close to city Center,2017-07-22 16:27:13.630487,52.371217,4.853144
15840,Private room,De Baarsjes / Oud West,134,5.0,2,0.0,108.0,Oud-West Studio,2017-07-22 16:27:13.623652,52.370442,4.866951
15841,Private room,Geuzenveld / Slotermeer,24,4.5,2,1.0,110.0,Modern & spacious bedroom for 2,2017-07-22 16:27:13.618955,52.382992,4.80241
